ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Courier_ID
5453,C,Ship,3,2,135,7,medium,F,5,4716,0,Courier_2
5454,F,Road,4,1,196,5,low,M,7,5380,0,Courier_4
5455,D,Road,5,5,132,2,high,F,1,4233,0,Courier_1
5456,F,Road,3,5,256,2,medium,F,9,5750,0,Courier_2
5457,A,Road,3,5,240,8,low,M,9,4436,1,Courier_5
5458,B,Road,2,3,225,7,high,M,7,4009,1,Courier_2
5459,C,Road,5,2,205,3,low,F,3,5182,0,Courier_4
5460,F,Road,4,4,146,3,low,F,10,5805,0,Courier_2
5461,D,Road,7,3,281,4,low,F,4,1480,0,Courier_1
5462,F,Road,6,4,256,4,low,F,2,1752,1,Courier_1
5463,A,Road,6,2,304,4,low,M,2,1256,1,Courier_5
5464,B,Road,6,4,285,4,medium,M,9,1180,0,Courier_3
5465,C,Road,7,5,283,5,low,M,8,1578,0,Courier_4
5466,F,Road,6,4,304,4,low,M,6,1890,1,Courier_4
5467,D,Road,6,1,282,4,medium,M,4,1716,0,Courier_3
5468,F,Road,6,3,304,5,medium,F,6,1184,0,Courier_1
5469,A,Road,6,5,301,5,medium,M,3,1628,0,Courier_1
5470,B,Road,7,1,296,4,low,F,10,1230,1,Courier_2
5471,C,Road,6,5,264,4,low,M,1,1039,1,Courier_5
5472,F,Road,6,4,306,4,low,M,9,1595,0,Courier_5
5473,D,Road,4,1,241,3,low,M,4,4493,1,Courier_5
5474,F,Road,4,5,266,3,medium,M,8,4889,0,Courier_2
5475,A,Road,4,4,253,2,low,F,6,5892,0,Courier_5
5476,B,Flight,4,2,192,3,medium,F,3,4922,0,Courier_3
5477,C,Flight,4,5,263,4,medium,F,7,4243,1,Courier_2
5478,F,Flight,4,4,198,6,medium,M,9,5730,1,Courier_3
5479,D,Flight,3,4,225,2,high,M,5,5997,0,Courier_2
5480,F,Flight,3,2,209,2,medium,M,6,5095,1,Courier_5
5481,A,Flight,3,1,222,3,medium,F,8,4650,1,Courier_3
5482,B,Flight,3,5,162,3,medium,M,1,4480,0,Courier_3
5483,C,Flight,5,4,217,2,medium,M,4,4380,1,Courier_3
5484,F,Flight,3,4,252,4,low,F,10,5495,0,Courier_2
5485,D,Flight,4,5,236,3,low,M,8,4132,0,Courier_4
5486,F,Flight,4,5,113,3,medium,F,10,4053,1,Courier_5
5487,A,Flight,6,1,157,6,low,M,1,4631,1,Courier_3
5488,B,Flight,5,5,169,4,low,F,2,4188,0,Courier_4
5489,C,Flight,5,5,268,3,medium,M,2,4459,1,Courier_5
5490,F,Flight,4,1,259,7,medium,F,4,5102,0,Courier_5
5491,D,Flight,3,2,135,7,medium,M,8,4901,0,Courier_3
5492,F,Flight,4,4,196,5,low,F,6,4258,0,Courier_3
5493,A,Flight,5,5,132,2,high,M,6,4392,0,Courier_2
5494,B,Flight,3,5,256,2,medium,F,4,5368,1,Courier_4
5495,C,Flight,3,2,240,8,low,F,9,4908,0,Courier_4
5496,F,Flight,2,2,225,7,high,M,9,4947,1,Courier_3
5497,D,Flight,5,2,205,3,low,F,2,4270,0,Courier_5
5498,F,Ship,4,4,146,3,low,M,10,4472,1,Courier_3
5499,A,Ship,7,3,281,4,low,M,1,1215,1,Courier_5
5500,B,Ship,6,4,256,4,low,F,9,1676,0,Courier_5
5501,C,Ship,6,4,304,4,low,M,7,1226,1,Courier_3
5502,F,Ship,6,2,285,4,medium,M,6,1016,1,Courier_1
5503,D,Ship,7,2,283,5,low,F,10,1722,1,Courier_4
5504,F,Ship,6,5,304,4,low,F,6,1864,1,Courier_5
5505,A,Ship,6,2,282,4,medium,M,8,1553,0,Courier_5
5506,B,Ship,6,3,304,5,medium,F,10,1254,1,Courier_1
5507,C,Ship,6,5,301,5,medium,F,7,1209,1,Courier_2
5508,F,Ship,7,1,296,4,low,M,4,1446,0,Courier_1
5509,D,Ship,6,5,264,4,low,F,4,1822,1,Courier_1
5510,F,Ship,6,4,304,4,low,M,6,1342,0,Courier_5
5511,A,Ship,6,2,305,4,low,M,8,1015,0,Courier_4
5512,B,Ship,6,2,309,4,low,M,7,1941,0,Courier_1
5513,C,Ship,6,5,266,4,medium,F,6,1312,1,Courier_2
5514,F,Ship,4,1,233,4,low,M,2,1809,0,Courier_3
5515,D,Ship,5,3,287,4,low,M,2,1437,0,Courier_1
5516,F,Ship,6,5,268,4,low,M,10,1170,0,Courier_1
5517,A,Ship,6,2,290,4,medium,M,2,1070,1,Courier_2
5518,B,Ship,7,4,291,4,high,M,4,1248,1,Courier_4
5519,C,Ship,5,3,227,5,medium,M,2,1965,0,Courier_1
5520,F,Ship,3,5,222,2,low,M,9,1321,0,Courier_1
5521,D,Ship,6,5,301,4,medium,F,2,1943,0,Courier_4
5522,F,Ship,6,2,304,4,medium,F,10,1983,1,Courier_2
5523,A,Ship,4,2,133,3,low,M,2,1212,1,Courier_1
5524,B,Ship,4,1,218,5,low,F,5,1238,0,Courier_4
5525,C,Ship,5,5,304,5,low,F,8,1949,1,Courier_1
5526,F,Ship,6,1,260,4,medium,M,9,1698,1,Courier_3
5527,D,Ship,6,5,252,4,low,F,9,1460,0,Courier_5
5528,F,Ship,4,2,253,5,low,M,5,1812,0,Courier_3
5529,A,Ship,6,4,248,4,low,F,6,1851,0,Courier_1
5530,B,Ship,5,3,237,5,medium,F,4,1733,1,Courier_2
5531,C,Ship,5,3,264,5,medium,F,5,1399,0,Courier_5
5532,F,Ship,6,1,308,4,medium,M,1,1216,1,Courier_3
5533,D,Ship,7,3,270,4,medium,F,10,1211,0,Courier_4
5534,F,Ship,6,3,269,4,medium,F,6,1822,1,Courier_2
5535,A,Ship,6,1,271,4,low,F,9,1302,0,Courier_3
5536,B,Ship,7,1,244,5,medium,F,3,1418,1,Courier_4
5537,C,Ship,6,2,245,4,low,F,8,1904,0,Courier_1
5538,F,Ship,5,4,219,5,low,M,5,1388,1,Courier_4
5539,D,Ship,6,2,257,4,low,F,4,1929,1,Courier_3
5540,F,Ship,3,3,226,3,low,M,4,5048,0,Courier_3
5541,A,Ship,4,4,200,2,low,M,5,5783,0,Courier_1
5542,B,Ship,4,4,260,2,low,M,3,5801,0,Courier_4
5543,C,Ship,3,4,142,2,medium,F,7,5346,0,Courier_4
5544,F,Ship,5,3,193,5,medium,M,3,5888,0,Courier_1
5545,D,Ship,5,2,180,3,medium,M,1,4655,1,Courier_4
5546,F,Ship,4,3,232,3,medium,F,8,5298,1,Courier_1
5547,A,Ship,3,2,148,2,low,F,1,4133,1,Courier_2
5548,B,Ship,5,3,205,4,low,M,9,4277,0,Courier_3
5549,C,Ship,3,4,212,3,medium,F,3,4811,0,Courier_2
5550,F,Ship,3,4,168,2,medium,M,9,5235,1,Courier_5
5551,D,Ship,3,5,145,2,low,F,2,4232,1,Courier_5
5552,F,Ship,3,5,253,3,medium,M,9,5979,1,Courier_5
5553,A,Ship,3,5,143,2,low,F,6,4253,0,Courier_1
5554,B,Ship,4,2,267,5,low,M,9,4720,1,Courier_4
5555,C,Ship,6,1,123,5,medium,M,5,5323,1,Courier_2
5556,F,Ship,5,1,106,5,medium,F,4,4180,0,Courier_2
5557,D,Ship,2,2,249,3,low,F,3,4129,1,Courier_2
5558,F,Ship,5,1,178,2,low,F,5,4369,0,Courier_2
5559,A,Ship,4,3,148,4,low,F,1,4243,0,Courier_5
5560,B,Ship,4,1,144,4,medium,M,6,5197,1,Courier_2
5561,C,Ship,3,1,249,2,low,F,2,5572,1,Courier_4
5562,F,Ship,5,5,128,3,low,M,9,5143,1,Courier_5
5563,D,Ship,4,4,228,4,high,M,1,5573,0,Courier_2
5564,F,Ship,3,4,242,2,low,F,10,5559,1,Courier_1
5565,A,Ship,4,2,272,3,medium,F,1,4933,1,Courier_3
5566,B,Ship,4,1,173,2,medium,F,8,4893,0,Courier_3
5567,C,Ship,3,2,189,6,low,M,7,4329,0,Courier_3
5568,F,Ship,4,2,245,2,low,M,3,4000,0,Courier_5
5569,D,Ship,4,1,211,3,high,M,5,5757,1,Courier_2
5570,F,Ship,2,1,214,3,high,M,1,4391,0,Courier_5
5571,A,Ship,5,4,215,2,low,F,1,5669,0,Courier_4
5572,B,Ship,3,1,248,2,medium,M,1,5703,0,Courier_1
5573,C,Ship,3,1,225,3,medium,M,2,4284,0,Courier_1
5574,F,Ship,5,1,120,3,low,M,7,4381,1,Courier_3
5575,D,Ship,5,2,243,3,low,F,8,4133,1,Courier_3
5576,F,Ship,3,4,214,2,low,M,10,4794,0,Courier_3
5577,A,Ship,3,1,144,3,low,F,8,5221,1,Courier_2
5578,B,Ship,3,1,242,6,low,M,10,5493,1,Courier_4
5579,C,Ship,4,5,160,5,medium,F,3,4648,1,Courier_4
5580,F,Ship,5,5,139,4,medium,F,3,4433,1,Courier_4
5581,D,Ship,3,1,221,4,medium,F,8,5971,0,Courier_4
5582,F,Ship,5,5,266,2,medium,M,7,5712,1,Courier_3
5583,A,Ship,5,4,140,4,low,F,10,4528,0,Courier_1
5584,B,Ship,4,4,134,2,low,M,1,5209,1,Courier_3
5585,C,Ship,3,3,260,2,low,M,7,5738,0,Courier_4
5586,F,Ship,5,4,261,6,medium,F,4,5349,0,Courier_3
5587,D,Ship,5,2,274,4,medium,F,7,4929,0,Courier_4
5588,F,Ship,4,5,263,3,medium,M,3,4020,0,Courier_5
5589,A,Ship,4,4,189,4,medium,F,9,5838,1,Courier_1
5590,B,Ship,4,5,257,2,low,M,3,5394,0,Courier_5
5591,C,Road,5,5,195,4,medium,M,1,4482,0,Courier_2
5592,F,Road,2,3,201,3,medium,M,5,5733,1,Courier_3
5593,D,Road,4,4,264,4,medium,M,9,5186,0,Courier_2
5594,F,Road,3,2,180,2,high,M,10,4024,0,Courier_3
5595,A,Road,3,1,220,3,low,F,6,5572,1,Courier_5
5596,B,Road,5,1,113,3,medium,F,6,5509,1,Courier_4
5597,C,Road,4,2,168,2,high,F,9,5684,0,Courier_4
5598,F,Road,5,2,251,3,low,M,9,4298,1,Courier_3
5599,D,Road,4,2,245,3,medium,F,2,4835,1,Courier_4
5600,F,Road,4,4,164,4,medium,F,1,4365,1,Courier_5
5601,A,Road,3,1,232,2,medium,M,4,5806,1,Courier_4
5602,B,Road,4,3,138,3,high,M,2,5358,0,Courier_5
5603,C,Road,4,2,233,3,low,F,3,5740,1,Courier_2
5604,F,Road,4,4,150,2,medium,F,1,4711,1,Courier_5
5605,D,Road,3,5,253,2,medium,M,7,5846,0,Courier_1
5606,F,Road,4,4,179,3,medium,M,5,4061,1,Courier_1
5607,A,Road,5,2,135,2,medium,M,4,5405,0,Courier_1
5608,B,Road,3,1,166,2,medium,F,9,5853,1,Courier_3
5609,C,Road,3,4,196,2,medium,F,5,4342,1,Courier_3
5610,F,Road,4,4,238,2,low,F,4,4337,1,Courier_3
5611,D,Road,2,2,159,6,low,F,6,4044,0,Courier_5
5612,F,Road,3,5,226,2,medium,M,3,4208,1,Courier_3
5613,A,Flight,5,1,182,5,high,F,6,5398,0,Courier_2
5614,B,Flight,5,5,173,3,low,M,4,5265,1,Courier_1
5615,C,Flight,3,2,257,5,low,M,5,4130,1,Courier_5
5616,F,Flight,2,3,223,3,low,F,9,5653,0,Courier_1
5617,D,Flight,4,2,194,3,low,F,3,5174,0,Courier_3
5618,F,Flight,5,4,281,3,low,F,10,5675,0,Courier_5
5619,A,Flight,5,4,236,3,medium,F,1,5711,0,Courier_4
5620,B,Flight,3,5,165,4,low,M,6,4795,1,Courier_2
5621,C,Flight,4,2,200,2,low,F,8,4222,0,Courier_3
5622,F,Flight,3,3,168,4,low,F,2,4541,1,Courier_3
5623,D,Flight,4,3,266,6,medium,F,5,5209,0,Courier_2
5624,F,Flight,2,1,226,2,medium,F,1,5576,0,Courier_2
5625,A,Flight,5,3,143,2,medium,M,5,5612,1,Courier_4
5626,B,Flight,4,2,116,3,low,F,2,5602,1,Courier_3
5627,C,Flight,4,4,139,2,high,F,9,4446,1,Courier_3
5628,F,Flight,4,3,248,2,medium,F,2,4700,0,Courier_1
5629,D,Flight,5,4,135,2,low,M,5,5834,0,Courier_5
5630,F,Flight,4,4,265,2,medium,F,9,4106,0,Courier_5
5631,A,Flight,5,5,175,6,medium,F,2,4995,1,Courier_1
5632,B,Flight,6,2,256,3,medium,M,1,4435,1,Courier_5
5633,C,Flight,5,4,217,2,medium,F,3,5925,0,Courier_2
5634,F,Flight,4,4,203,3,medium,M,8,4443,0,Courier_5
5635,D,Ship,3,4,145,2,high,F,5,5513,0,Courier_5
5636,F,Ship,3,2,268,3,low,M,9,4215,0,Courier_1
5637,A,Ship,4,5,206,2,medium,F,10,4437,0,Courier_4
5638,B,Ship,3,2,215,3,medium,F,10,4198,1,Courier_5
5639,C,Ship,4,1,177,3,medium,F,5,4382,0,Courier_5
5640,F,Ship,3,3,183,3,low,F,3,5538,0,Courier_4
5641,D,Ship,4,2,227,5,medium,M,6,4618,0,Courier_1
5642,F,Ship,4,1,209,4,medium,F,1,5057,0,Courier_4
5643,A,Ship,4,4,193,3,low,M,5,5090,1,Courier_1
5644,B,Ship,4,4,144,2,low,M,5,4380,1,Courier_2
5645,C,Ship,4,2,192,3,low,F,3,4130,1,Courier_1
5646,F,Ship,2,3,247,4,low,M,5,5725,0,Courier_2
5647,D,Ship,3,4,199,4,medium,F,6,5207,0,Courier_2
5648,F,Ship,6,5,273,5,medium,M,10,5756,1,Courier_1
5649,A,Ship,3,3,232,4,low,F,4,4662,1,Courier_3
5650,B,Ship,3,5,214,3,low,F,6,5319,0,Courier_1
5651,C,Ship,5,1,156,2,low,M,10,5086,0,Courier_5
5652,F,Ship,4,3,200,3,medium,M,5,5108,0,Courier_5
5653,D,Ship,3,5,196,3,medium,F,9,4741,1,Courier_3
5654,F,Ship,5,3,189,3,medium,F,7,5830,1,Courier_2
5655,A,Ship,5,2,266,2,low,M,3,4030,0,Courier_3
5656,B,Ship,4,4,198,2,medium,M,2,5725,1,Courier_5
5657,C,Ship,4,5,144,2,low,M,2,4978,0,Courier_3
5658,F,Ship,4,4,217,5,medium,M,6,5891,1,Courier_1
5659,D,Ship,5,1,169,4,medium,M,4,4541,0,Courier_3
5660,F,Ship,3,1,153,4,medium,F,1,4608,0,Courier_2
5661,A,Ship,4,4,152,2,medium,F,5,5324,0,Courier_1
5662,B,Ship,5,5,245,5,medium,F,4,4627,0,Courier_4
5663,C,Ship,4,2,237,3,low,M,2,5277,0,Courier_5
5664,F,Ship,4,2,266,2,low,F,8,5516,0,Courier_5
5665,D,Ship,4,5,216,4,medium,F,1,4458,1,Courier_3
5666,F,Ship,3,4,186,3,medium,F,4,5501,1,Courier_1
5667,A,Ship,5,3,280,4,medium,F,4,5192,0,Courier_4
5668,B,Ship,4,5,229,2,medium,F,1,4869,0,Courier_1
5669,C,Ship,3,2,225,3,low,M,3,5529,0,Courier_5
5670,F,Ship,3,5,149,3,low,F,7,4357,0,Courier_1
5671,D,Ship,5,5,200,3,low,M,6,4401,1,Courier_4
5672,F,Ship,4,2,246,3,low,F,1,5815,1,Courier_3
5673,A,Ship,3,4,150,2,low,M,1,4742,0,Courier_2
5674,B,Ship,3,1,175,3,medium,F,9,5797,0,Courier_1
5675,C,Ship,3,5,141,3,medium,M,10,5775,0,Courier_2
5676,F,Ship,3,4,102,3,medium,M,9,4111,0,Courier_5
5677,D,Ship,3,1,209,3,low,F,8,4367,0,Courier_3
5678,F,Ship,4,4,287,6,medium,M,6,5282,0,Courier_3
5679,A,Ship,3,5,212,2,low,F,3,5761,1,Courier_1
5680,B,Ship,3,4,205,3,high,F,1,5407,0,Courier_3
5681,C,Ship,3,1,180,2,high,M,10,4200,0,Courier_1
5682,F,Ship,5,4,229,3,low,M,1,5660,0,Courier_1
5683,D,Ship,2,2,182,3,high,M,6,4112,1,Courier_2
5684,F,Ship,4,1,183,3,medium,F,4,4789,0,Courier_3
5685,A,Ship,3,1,212,3,medium,M,10,5759,0,Courier_1
5686,B,Ship,4,3,235,6,medium,M,2,4689,0,Courier_2
5687,C,Ship,5,5,210,4,medium,M,9,5081,1,Courier_4
5688,F,Ship,5,2,111,4,medium,F,7,4424,0,Courier_2
5689,D,Ship,5,1,270,4,medium,F,7,5149,0,Courier_2
5690,F,Ship,4,4,135,2,low,M,4,4684,0,Courier_1
5691,A,Ship,3,5,143,3,low,F,10,5021,0,Courier_5
5692,B,Ship,4,1,216,2,low,F,5,5059,0,Courier_5
5693,C,Ship,5,1,136,3,low,M,10,5308,0,Courier_5
5694,F,Ship,3,3,145,3,low,F,10,5696,0,Courier_2
5695,D,Ship,5,3,142,4,medium,F,4,5116,1,Courier_1
5696,F,Ship,4,2,175,3,medium,M,7,4874,1,Courier_3
5697,A,Ship,3,1,183,2,low,M,5,5329,1,Courier_2
5698,B,Ship,3,1,191,5,medium,M,2,4956,1,Courier_2
5699,C,Ship,3,4,247,3,low,F,9,4157,0,Courier_1
5700,F,Ship,3,1,170,2,low,F,2,5662,1,Courier_4
5701,D,Ship,3,2,275,2,low,F,5,5393,1,Courier_2
5702,F,Ship,4,4,147,4,low,F,8,5882,0,Courier_4
5703,A,Ship,4,4,188,3,low,M,6,4174,1,Courier_4
5704,B,Ship,5,5,248,2,low,M,4,5587,0,Courier_5
5705,C,Ship,3,1,245,2,low,F,8,4594,1,Courier_1
5706,F,Ship,4,5,164,3,high,M,3,4454,0,Courier_4
5707,D,Ship,4,2,260,3,medium,F,3,4661,1,Courier_1
5708,F,Ship,4,4,149,2,medium,F,9,4605,0,Courier_5
5709,A,Ship,3,2,174,3,low,M,3,4132,0,Courier_1
5710,B,Ship,4,5,242,2,low,F,1,5682,1,Courier_2
5711,C,Ship,4,1,134,3,medium,M,7,4933,1,Courier_4
5712,F,Ship,4,5,189,3,medium,F,3,5193,0,Courier_1
5713,D,Ship,6,5,263,7,high,M,7,5216,1,Courier_3
5714,F,Ship,5,2,280,3,high,F,8,5858,1,Courier_1
5715,A,Ship,4,2,258,7,medium,M,3,4538,1,Courier_4
5716,B,Ship,4,4,179,3,high,F,1,5242,1,Courier_5
5717,C,Ship,5,1,250,4,medium,M,10,5306,1,Courier_5
5718,F,Ship,4,4,212,2,medium,M,5,4774,1,Courier_4
5719,D,Ship,4,3,236,3,low,M,4,4257,1,Courier_2
5720,F,Ship,3,1,239,8,high,M,6,5023,1,Courier_2
5721,A,Ship,6,3,305,4,low,M,3,1276,0,Courier_5
5722,B,Ship,6,3,309,4,low,M,5,1712,0,Courier_5
5723,C,Ship,6,3,266,4,medium,M,8,1983,1,Courier_4
5724,F,Ship,4,5,233,4,low,F,6,1495,0,Courier_2
5725,D,Ship,5,5,287,4,low,M,4,1509,1,Courier_5
5726,F,Ship,6,2,268,4,low,F,7,1274,0,Courier_2
5727,A,Ship,6,4,290,4,medium,M,10,1366,0,Courier_5
5728,B,Road,7,5,291,4,high,M,6,1135,0,Courier_1
5729,C,Road,5,5,227,5,medium,F,3,1687,0,Courier_3
5730,F,Road,4,5,175,3,medium,F,5,4194,0,Courier_1
5731,D,Road,3,3,183,2,low,M,6,5015,0,Courier_5
5732,F,Road,3,4,191,5,medium,F,4,4243,1,Courier_3
5733,A,Road,3,4,247,3,low,M,10,5749,1,Courier_3
5734,B,Road,3,2,170,2,low,M,2,4214,1,Courier_5
5735,C,Road,3,5,275,2,low,F,7,4619,0,Courier_5
5736,F,Road,4,3,147,4,low,F,7,4865,0,Courier_2
5737,D,Road,4,5,188,3,low,M,4,4632,0,Courier_5
5738,F,Road,5,1,248,2,low,F,6,5281,0,Courier_4
5739,A,Road,3,3,245,2,low,F,4,4719,1,Courier_5
5740,B,Road,4,5,164,3,high,M,7,4657,0,Courier_4
5741,C,Road,4,1,260,3,medium,M,9,5886,1,Courier_5
5742,F,Road,4,2,149,2,medium,M,8,5460,1,Courier_2
5743,D,Road,3,1,174,3,low,M,7,4318,1,Courier_4
5744,F,Road,4,1,242,2,low,F,2,5825,0,Courier_1
5745,A,Road,4,5,134,3,medium,F,4,5423,0,Courier_4
5746,B,Road,4,3,189,3,medium,F,4,4410,0,Courier_2
5747,C,Road,6,5,263,7,high,M,9,5991,1,Courier_4
5748,F,Road,5,3,280,3,high,M,2,5273,0,Courier_5
5749,D,Road,4,4,258,7,medium,M,8,5069,0,Courier_5
5750,F,Flight,4,1,179,3,high,M,5,4129,0,Courier_2
5751,A,Flight,5,4,250,4,medium,M,4,4531,0,Courier_3
5752,B,Flight,4,1,212,2,medium,F,7,5864,0,Courier_5
5753,C,Flight,4,4,236,3,low,M,10,4347,1,Courier_1
5754,F,Flight,3,4,239,8,high,M,4,4192,0,Courier_2
5755,D,Flight,6,4,305,4,low,F,7,1172,1,Courier_4
5756,F,Flight,6,1,309,4,low,F,6,1866,1,Courier_4
5757,A,Flight,6,1,266,4,medium,F,2,1862,1,Courier_1
5758,B,Flight,4,2,233,4,low,M,7,1861,0,Courier_5
5759,C,Flight,5,1,287,4,low,F,4,1579,0,Courier_2
5760,F,Flight,6,5,268,4,low,F,2,1324,0,Courier_1
5761,D,Flight,6,1,290,4,medium,M,6,1505,1,Courier_5
5762,F,Flight,7,3,244,5,medium,F,10,1913,1,Courier_2
5763,A,Flight,6,3,245,4,low,M,2,1158,1,Courier_4
5764,B,Flight,5,4,219,5,low,M,5,1867,0,Courier_2
5765,C,Flight,6,3,257,4,low,F,4,1358,1,Courier_3
5766,F,Flight,6,1,250,4,low,F,2,1783,1,Courier_2
5767,D,Flight,6,1,249,4,medium,M,2,1189,1,Courier_3
5768,F,Flight,5,4,259,5,low,F,2,1627,1,Courier_2
5769,A,Flight,6,4,266,4,low,M,3,1503,1,Courier_3
5770,B,Flight,6,5,244,4,medium,F,4,1648,1,Courier_4
5771,C,Flight,4,2,239,6,low,F,7,1934,0,Courier_5
5772,F,Ship,4,2,270,5,low,M,6,1520,0,Courier_3
5773,D,Ship,6,4,270,4,low,F,10,1199,1,Courier_3
5774,F,Ship,6,5,257,4,medium,F,1,1957,1,Courier_4
5775,A,Ship,4,2,243,5,medium,F,4,1633,1,Courier_3
5776,B,Ship,5,2,264,6,medium,M,10,1659,1,Courier_1
5777,C,Ship,5,4,224,6,low,F,6,1049,1,Courier_4
5778,F,Ship,6,5,304,4,low,M,8,1755,1,Courier_1
5779,D,Ship,4,2,243,5,medium,F,8,1922,0,Courier_4
5780,F,Ship,6,3,272,4,low,M,5,1355,1,Courier_3
5781,A,Ship,5,4,269,5,low,F,4,1537,1,Courier_1
5782,B,Ship,7,3,267,4,low,M,7,1384,0,Courier_3
5783,C,Ship,6,1,251,4,low,M,2,1679,0,Courier_4
5784,F,Ship,4,3,249,5,low,F,3,1012,1,Courier_3
5785,D,Ship,7,2,284,4,low,F,6,1550,1,Courier_1
5786,F,Ship,4,1,254,5,medium,F,3,1880,1,Courier_1
5787,A,Ship,6,5,269,4,low,M,5,1264,1,Courier_3
5788,B,Ship,7,5,265,4,low,F,9,1393,0,Courier_2
5789,C,Ship,5,3,220,6,medium,F,6,1830,1,Courier_4
5790,F,Ship,4,4,217,5,medium,F,4,1503,0,Courier_4
5791,D,Ship,7,4,285,4,medium,F,2,1017,1,Courier_3
5792,F,Ship,5,1,265,5,medium,F,3,1514,1,Courier_2
5793,A,Ship,5,1,240,5,medium,M,1,1200,0,Courier_1
5794,B,Ship,5,5,247,3,low,M,1,5226,0,Courier_5
5795,C,Ship,5,4,179,6,medium,F,8,4615,1,Courier_5
5796,F,Ship,4,5,142,2,medium,F,9,5425,1,Courier_3
5797,D,Ship,4,3,207,5,high,F,6,4145,0,Courier_2
5798,F,Ship,3,1,183,3,medium,M,7,5849,1,Courier_2
5799,A,Ship,4,3,167,2,medium,F,2,5544,0,Courier_4
5800,B,Ship,4,3,175,3,low,F,2,5208,0,Courier_1
5801,C,Ship,3,5,183,2,low,M,8,5881,1,Courier_2
5802,F,Ship,6,5,176,3,low,F,10,5307,0,Courier_5
5803,D,Ship,3,4,187,3,low,M,7,5417,0,Courier_1
5804,F,Ship,4,5,143,3,medium,F,8,4142,1,Courier_1
5805,A,Ship,4,3,136,3,low,F,7,5976,0,Courier_3
5806,B,Ship,3,3,178,3,low,M,3,5396,1,Courier_2
5807,C,Ship,4,4,208,2,medium,F,6,4983,1,Courier_3
5808,F,Ship,4,1,171,2,medium,M,1,5635,0,Courier_2
5809,D,Ship,2,1,197,4,low,M,5,4614,0,Courier_4
5810,F,Ship,5,1,179,3,low,F,7,5814,0,Courier_3
5811,A,Ship,6,4,197,5,medium,M,4,5889,1,Courier_3
5812,B,Ship,5,4,285,2,low,M,2,4505,1,Courier_5
5813,C,Ship,6,1,141,5,low,F,9,5113,0,Courier_3
5814,F,Ship,4,5,274,3,medium,M,5,4773,0,Courier_2
5815,D,Ship,5,2,287,3,medium,F,3,4903,1,Courier_5
5816,F,Ship,5,3,218,3,medium,F,4,4198,1,Courier_3
5817,A,Ship,3,1,213,3,high,F,6,5535,0,Courier_3
5818,B,Ship,2,1,207,4,low,M,1,5742,0,Courier_4
5819,C,Ship,5,5,273,4,low,M,7,4064,1,Courier_3
5820,F,Ship,3,3,185,3,low,M,6,5995,1,Courier_1
5821,D,Ship,3,1,192,3,low,F,4,5179,0,Courier_5
5822,F,Ship,4,4,276,2,medium,F,3,4306,1,Courier_1
5823,A,Ship,5,2,229,2,medium,M,1,5724,0,Courier_5
5824,B,Ship,3,5,248,2,high,M,3,5287,1,Courier_4
5825,C,Ship,3,4,267,3,high,F,2,5204,1,Courier_3
5826,F,Ship,4,4,272,3,low,M,9,5458,0,Courier_3
5827,D,Ship,3,3,153,3,low,M,8,5487,0,Courier_3
5828,F,Ship,4,2,246,4,medium,M,7,5056,1,Courier_5
5829,A,Ship,3,3,261,4,low,F,9,4529,1,Courier_3
5830,B,Ship,4,5,207,2,low,F,3,5270,1,Courier_1
5831,C,Ship,3,1,133,3,medium,M,8,4634,0,Courier_3
5832,F,Ship,3,5,269,5,low,M,6,5932,1,Courier_4
5833,D,Ship,4,3,251,3,high,M,8,5986,1,Courier_1
5834,F,Ship,4,2,252,4,low,F,3,4956,1,Courier_3
5835,A,Ship,3,5,135,2,low,F,4,5275,1,Courier_3
5836,B,Ship,4,3,273,4,medium,F,1,4585,0,Courier_2
5837,C,Ship,4,2,168,3,low,M,3,4653,1,Courier_5
5838,F,Ship,2,4,233,2,medium,F,6,4758,0,Courier_1
5839,D,Ship,3,2,133,2,low,F,3,4677,1,Courier_2
5840,F,Ship,3,5,147,4,high,M,10,5164,1,Courier_4
5841,A,Ship,5,2,249,6,low,M,8,5633,0,Courier_5
5842,B,Ship,6,3,259,4,low,F,3,4117,1,Courier_1
5843,C,Ship,4,2,194,3,low,F,10,5171,1,Courier_3
5844,F,Ship,4,5,134,6,medium,M,7,4881,1,Courier_1
5845,D,Ship,3,4,98,3,low,M,5,4432,0,Courier_3
5846,F,Ship,5,1,138,3,low,M,10,5612,1,Courier_5
5847,A,Ship,5,5,193,5,high,F,4,5087,1,Courier_3
5848,B,Ship,5,5,184,3,medium,M,7,4742,0,Courier_4
5849,C,Ship,4,4,172,3,medium,M,7,5098,0,Courier_3
5850,F,Ship,4,3,248,2,medium,M,2,4701,1,Courier_4
5851,D,Ship,2,4,114,5,high,F,5,5334,1,Courier_5
5852,F,Ship,4,5,201,2,high,F,2,4657,0,Courier_5
5853,A,Ship,3,4,206,4,medium,M,2,4372,0,Courier_1
5854,B,Ship,6,1,185,4,high,F,10,5254,1,Courier_4
5855,C,Ship,5,2,272,3,high,M,5,4972,0,Courier_4
5856,F,Ship,4,3,266,2,medium,M,6,4286,1,Courier_2
5857,D,Ship,3,4,203,2,low,M,9,5735,0,Courier_2
